Year,Month,DayofMonth,DayOfWeek,Reporting_Airline,Tail_Number,Flight_Number,Origin,Dest,CRSDepTime,DepDelay,DepDel15,cancelled,awnd,prcp,snow,tmin,tmax
2019,1,27,7,OO,N264SY,3783,ORD,LGA,1730,76,1,0,31,0,0,-116,-205
2019,1,27,7,OO,N276SY,3786,ORD,LGA,1330,12,0,0,31,0,0,-116,-205
2019,1,31,4,OO,N716SK,2984,ORD,DTW,1817,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N750SK,2986,ORD,MDT,1150,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N760EV,2991,ORD,SDF,1850,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N778SK,2992,ORD,ASE,950,31,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N750SK,2993,ORD,BNA,2200,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N709SK,2995,DFW,ASE,1045,-2,0,0,41,0,0,128,39
2019,1,31,4,OO,N762SK,2998,ORD,DTW,715,20,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N753EV,3001,DFW,BRO,1540,-4,0,0,41,0,0,128,39
2019,1,31,4,OO,N778SK,3004,ORD,FSD,1005,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N751EV,3008,ORD,SDF,840,68,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N762SK,3009,ORD,CMH,753,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N755EV,3019,ORD,HPN,1243,26,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N764SK,3020,ORD,MDT,1907,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N703SK,3025,DFW,HOU,1635,-4,0,0,41,0,0,128,39
2019,1,31,4,OO,N753EV,3026,DFW,MHK,1030,-1,0,0,41,0,0,128,39
2019,1,31,4,OO,N716SK,3044,ORD,COS,950,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N709SK,3045,ORD,HPN,1848,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N755EV,3048,ORD,OKC,1320,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N719SK,3051,DFW,ASE,1855,5,0,0,41,0,0,128,39
2019,1,31,4,OO,N750EV,3053,ORD,GRB,2033,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N712SK,3061,ORD,TVC,1330,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N706SK,3075,DFW,LRD,1030,-5,0,0,41,0,0,128,39
2019,1,31,4,OO,N724SK,3076,ORD,DTW,1325,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N740SK,3077,ORD,STL,1630,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N752SK,3079,ORD,SLC,1340,52,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N744EV,3083,ORD,TVC,2210,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N712SK,3084,ORD,DTW,845,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N753SK,3087,DFW,TYS,1428,-7,0,0,41,0,0,128,39
2019,1,31,4,OO,N748EV,3088,ORD,FNT,2210,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N705SK,3093,ORD,IND,815,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N728SK,3099,ORD,SLC,1728,10,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N718SK,3101,ORD,DTW,1530,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N719SK,3106,DFW,SRQ,1155,-7,0,0,41,0,0,128,39
2019,1,31,4,OO,N902EV,3110,DFW,CYS,940,-8,0,0,41,0,0,128,39
2019,1,31,4,OO,N863AS,3111,ORD,CHO,1150,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N863AS,3113,ORD,MKE,835,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N930EV,3114,ORD,ICT,724,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N699BR,3115,ORD,ICT,1215,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N594SW,3119,ORD,MKE,1506,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N879AS,3121,ORD,MKE,1845,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N863AS,3122,ORD,CHO,1701,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N902EV,3124,ORD,ICT,2200,-7,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N930EV,3127,ORD,MKE,2015,-2,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N902EV,3128,DFW,PIB,1529,-6,0,0,41,0,0,128,39
2019,1,31,4,OO,N699BR,3129,ORD,MEI,1803,-11,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N748EV,3141,ORD,IND,1450,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N712SK,3145,ORD,OKC,1830,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N752EV,3146,DFW,CLL,2055,-3,0,0,41,0,0,128,39
2019,1,31,4,OO,N761ND,3163,DFW,SAF,1455,-5,0,0,41,0,0,128,39
2019,1,31,4,OO,N759EV,3164,DFW,SAF,2235,17,1,0,41,0,0,128,39
2019,1,31,4,OO,N761ND,3166,DFW,MLU,1043,-15,0,0,41,0,0,128,39
2019,1,31,4,OO,N758SK,3168,DFW,ECP,1855,4,0,0,41,0,0,128,39
2019,1,31,4,OO,N762SK,3178,ORD,SDF,2215,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N762SK,3181,ORD,DTW,1739,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N758EV,3182,DFW,SBN,1825,48,1,0,41,0,0,128,39
2019,1,31,4,OO,N756SK,3185,DFW,BTR,1655,-1,0,0,41,0,0,128,39
2019,1,31,4,OO,N758SK,3188,DFW,SAF,905,-9,0,0,41,0,0,128,39
2019,1,31,4,OO,N752SK,3190,ORD,IND,2216,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N728SK,3191,ORD,FNT,1640,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N740SK,3192,ORD,OKC,1010,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N738SK,3195,DFW,ROW,1551,137,1,0,41,0,0,128,39
2019,1,31,4,OO,N762SK,3198,ORD,IND,1659,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N724SK,3203,DFW,BNA,700,0,0,0,41,0,0,128,39
2019,1,31,4,OO,N756SK,3205,DFW,BRO,2125,-5,0,0,41,0,0,128,39
2019,1,31,4,OO,N752EV,3206,DFW,JAN,1625,-5,0,0,41,0,0,128,39
2019,1,31,4,OO,N706SK,3212,DFW,HOU,1441,-4,0,0,41,0,0,128,39
2019,1,31,4,OO,N753EV,3216,DFW,LAW,2115,-6,0,0,41,0,0,128,39
2019,1,31,4,OO,N707SK,3220,DFW,JLN,1149,149,1,0,41,0,0,128,39
2019,1,31,4,OO,N718SK,3225,ORD,BNA,705,20,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N760EV,3227,ORD,BNA,1854,75,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N766SK,3230,DFW,FWA,1050,-2,0,0,41,0,0,128,39
2019,1,31,4,OO,N703SK,3233,DFW,BTR,1223,-10,0,0,41,0,0,128,39
2019,1,31,4,OO,N756SK,3237,DFW,ROW,900,-7,0,0,41,0,0,128,39
2019,1,31,4,OO,N718SK,3241,ORD,IND,1130,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N738SK,3245,DFW,ROW,2226,-4,0,0,41,0,0,128,39
2019,1,31,4,OO,N761ND,3248,DFW,MHK,2116,-2,0,0,41,0,0,128,39
2019,1,31,4,OO,N718SK,3249,DFW,FWA,1830,9,0,0,41,0,0,128,39
2019,1,31,4,OO,N753SK,3250,DFW,ASE,850,-4,0,0,41,0,0,128,39
2019,1,31,4,OO,N730EV,3254,ORD,FSD,2040,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N703SK,3255,DFW,CLL,855,-9,0,0,41,0,0,128,39
2019,1,31,4,OO,N703SK,3257,DFW,MLU,2050,-9,0,0,41,0,0,128,39
2019,1,31,4,OO,N760EV,3260,ORD,OMA,955,2,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N708SK,3262,ORD,SDF,1639,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N758EV,3268,DFW,JAN,1430,11,0,0,41,0,0,128,39
2019,1,31,4,OO,N778SK,3270,DFW,BTR,1850,-5,0,0,41,0,0,128,39
2019,1,31,4,OO,N706SK,3274,DFW,BTR,2040,-1,0,0,41,0,0,128,39
2019,1,31,4,OO,N718SK,3280,DFW,ECP,1245,-1,0,0,41,0,0,128,39
2019,1,31,4,OO,N756SK,3284,DFW,LAW,1329,2,0,0,41,0,0,128,39
2019,1,31,4,OO,N763SK,3289,DFW,SBN,1300,0,0,0,41,0,0,128,39
2019,1,31,4,OO,N758EV,3290,DFW,BTR,1020,20,1,0,41,0,0,128,39
2019,1,31,4,OO,N728SK,3297,ORD,ORF,1859,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N174SY,3348,SFO,DAL,1655,32,1,0,24,89,0,150,111
2019,1,31,4,OO,N194SY,3370,SFO,SNA,2100,14,0,0,24,89,0,150,111
2019,1,31,4,OO,N194SY,3371,SFO,MCI,1115,-4,0,0,24,89,0,150,111
2019,1,31,4,OO,N189SY,3404,SFO,DAL,645,-6,0,0,24,89,0,150,111
2019,1,31,4,OO,N404SY,3406,SFO,DAL,1150,259,1,0,24,89,0,150,111
2019,1,31,4,OO,N177SY,3450,SFO,SLC,1830,7,0,0,24,89,0,150,111
2019,1,31,4,OO,N174SY,3488,SFO,SNA,1155,-7,0,0,24,89,0,150,111
2019,1,31,4,OO,N807SK,3553,ORD,SLC,1846,6,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N810SK,3555,ORD,SLC,730,73,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N267SY,3590,ORD,JFK,1333,26,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N263SY,3595,ORD,JFK,700,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N251SY,3633,SFO,SLC,1022,-5,0,0,24,89,0,150,111
2019,1,31,4,OO,N256SY,3636,SFO,SLC,1644,-2,0,0,24,89,0,150,111
2019,1,31,4,OO,N285SY,3667,ORD,MSP,609,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N287SY,3757,ORD,LGA,730,-2,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N288SY,3767,ORD,LGA,630,-5,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N290SY,3779,ORD,LGA,1530,-3,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N274SY,3783,ORD,LGA,1730,155,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N284SY,3786,ORD,LGA,1330,25,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N283SY,3799,ORD,LGA,1830,-5,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N275SY,3803,ORD,LGA,1930,126,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N274SY,3804,ORD,LGA,1130,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N274SY,3806,ORD,LGA,1230,0,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N290SY,3813,ORD,LGA,930,-2,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N257SY,3895,DEN,SLC,1220,-4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N250SY,3897,DEN,SLC,1807,-6,0,0,43,0,0,89,-60
2019,1,31,4,OO,N280SY,3910,DFW,JFK,825,-1,0,0,41,0,0,128,39
2019,1,31,4,OO,N285SY,3914,DFW,DTW,1756,-2,0,0,41,0,0,128,39
2019,1,31,4,OO,N269SY,3934,DFW,MSP,1909,58,1,0,41,0,0,128,39
2019,1,31,4,OO,N277SY,3938,ORD,LGA,1630,-8,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N262SY,3955,DFW,LGA,1010,157,1,0,41,0,0,128,39
2019,1,31,4,OO,N283SY,3966,ORD,LGA,1030,41,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N258SY,4095,DEN,SLC,1920,-5,0,0,43,0,0,89,-60
2019,1,31,4,OO,N901EV,5005,DEN,EAR,1431,-5,0,0,43,0,0,89,-60
2019,1,31,4,OO,N901EV,5008,DEN,SGU,1855,-4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N934SW,5010,DEN,CNY,750,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N465SW,5011,ORD,FWA,1605,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N907EV,5012,ORD,MBS,1400,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N928SW,5013,DEN,VEL,755,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N925SW,5014,ORD,LWB,1415,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N970SW,5020,DEN,EAR,2010,4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N956SW,5023,ORD,SLN,1007,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N951SW,5026,DEN,BFF,1520,-3,0,0,43,0,0,89,-60
2019,1,31,4,OO,N904EV,5030,ORD,SPI,1400,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N465SW,5035,ORD,FWA,1127,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N927SW,5037,ORD,MKG,1025,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N943SW,5038,ORD,SHD,1600,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N978SW,5041,ORD,MKG,1900,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N701BR,5042,ORD,UIN,2120,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N925SW,5049,ORD,FWA,2105,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N970SW,5050,DEN,PUB,1230,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N987SW,5051,DEN,PUB,2010,-5,0,0,43,0,0,89,-60
2019,1,31,4,OO,N925SW,5054,ORD,PAH,900,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N959SW,5058,DEN,LBL,1435,24,1,0,43,0,0,89,-60
2019,1,31,4,OO,N913SW,5059,ORD,CGI,1400,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N939SW,5060,ORD,AVL,1800,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N925SW,5061,ORD,CMX,2115,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N925SW,5062,ORD,EAU,1135,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N937EV,5064,ORD,MBS,750,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N907EV,5066,ORD,CKB,1800,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N923SW,5070,ORD,PAH,2115,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N913SW,5072,ORD,SPI,2115,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N965SW,5075,DEN,RKS,1855,1,0,0,43,0,0,89,-60
2019,1,31,4,OO,N954SW,5077,DEN,VEL,1620,-12,0,0,43,0,0,89,-60
2019,1,31,4,OO,N969SW,5088,ORD,UIN,1538,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N928SW,5090,DEN,CNY,1615,-13,0,0,43,0,0,89,-60
2019,1,31,4,OO,N969SW,5098,ORD,EAU,2150,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N954SW,5102,DEN,JMS,955,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N920SW,5104,DEN,JMS,1955,670,1,0,43,0,0,89,-60
2019,1,31,4,OO,N928SW,5106,DEN,LAR,1958,-14,0,0,43,0,0,89,-60
2019,1,31,4,OO,N986SW,5113,DEN,RKS,1510,-4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N864AS,5114,DEN,GCC,2220,-9,0,0,43,0,0,89,-60
2019,1,31,4,OO,N869AS,5117,DEN,GCC,1120,-5,0,0,43,0,0,89,-60
2019,1,31,4,OO,N423SW,5122,ORD,MBS,1930,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N979SW,5123,DEN,LBF,1130,-11,0,0,43,0,0,89,-60
2019,1,31,4,OO,N954SW,5130,DEN,BFF,2010,-4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N928SW,5134,DEN,SGU,1135,-5,0,0,43,0,0,89,-60
2019,1,31,4,OO,N904EV,5136,ORD,AVL,1400,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N978SW,5137,DEN,HYS,1231,-4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N917SW,5141,ORD,CMX,935,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N926SW,5155,DEN,HYS,2010,-11,0,0,43,0,0,89,-60
2019,1,31,4,OO,N955SW,5159,DEN,PRC,1235,38,1,0,43,0,0,89,-60
2019,1,31,4,OO,N923SW,5163,DEN,LAR,1230,-8,0,0,43,0,0,89,-60
2019,1,31,4,OO,N423SW,5168,ORD,DLH,1247,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N938SW,5172,DEN,LBF,2010,-4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N780SK,5177,SFO,EUG,1635,91,1,0,24,89,0,150,111
2019,1,31,4,OO,N938SW,5185,DEN,BIL,1510,-1,0,0,43,0,0,89,-60
2019,1,31,4,OO,N150SY,5187,DEN,CLT,953,-8,0,0,43,0,0,89,-60
2019,1,31,4,OO,N466SW,5192,SFO,BOI,1420,55,1,0,24,89,0,150,111
2019,1,31,4,OO,N941SW,5197,SFO,BUR,1350,-2,0,0,24,89,0,150,111
2019,1,31,4,OO,N904EV,5199,ORD,COS,1940,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N929EV,5201,SFO,MRY,1307,-3,0,0,24,89,0,150,111
2019,1,31,4,OO,N109SY,5202,DEN,SUN,1140,4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N979SW,5204,DEN,MFR,1910,-3,0,0,43,0,0,89,-60
2019,1,31,4,OO,N203SY,5205,DFW,LAX,1755,15,1,0,41,0,0,128,39
2019,1,31,4,OO,N134SY,5211,DEN,DFW,945,-1,0,0,43,0,0,89,-60
2019,1,31,4,OO,N937SW,5212,DEN,EUG,1900,-8,0,0,43,0,0,89,-60
2019,1,31,4,OO,N971SW,5214,DEN,ELP,955,-10,0,0,43,0,0,89,-60
2019,1,31,4,OO,N167SY,5216,SFO,OMA,1736,-5,0,0,24,89,0,150,111
2019,1,31,4,OO,N864AS,5217,DEN,FAR,950,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N907EV,5219,DEN,COU,1740,-5,0,0,43,0,0,89,-60
2019,1,31,4,OO,N144SY,5224,DEN,DRO,1402,0,0,0,43,0,0,89,-60
2019,1,31,4,OO,N874AS,5226,DEN,XNA,951,17,1,0,43,0,0,89,-60
2019,1,31,4,OO,N120SY,5227,DEN,MFR,1120,-6,0,0,43,0,0,89,-60
2019,1,31,4,OO,N134SY,5231,DEN,SLC,1550,21,1,0,43,0,0,89,-60
2019,1,31,4,OO,N908SW,5233,SFO,BUR,1825,-11,0,0,24,89,0,150,111
2019,1,31,4,OO,N134SY,5234,DFW,DEN,1327,6,0,0,41,0,0,128,39
2019,1,31,4,OO,N929EV,5238,DEN,OMA,1530,,,1,43,0,0,89,-60
2019,1,31,4,OO,N946SW,5239,SFO,SBA,1640,-1,0,0,24,89,0,150,111
2019,1,31,4,OO,N925SW,5240,ORD,BHM,1535,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N928EV,5243,SFO,GEG,1040,3,0,0,24,89,0,150,111
2019,1,31,4,OO,N162SY,5244,DEN,PDX,755,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N923SW,5246,DEN,COS,1525,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N941SW,5249,SFO,ONT,845,-4,0,0,24,89,0,150,111
2019,1,31,4,OO,N124SY,5251,SFO,SBA,1430,0,0,0,24,89,0,150,111
2019,1,31,4,OO,N962SW,5252,ORD,BIS,1000,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N124SY,5253,SFO,AUS,1825,-6,0,0,24,89,0,150,111
2019,1,31,4,OO,N200SY,5256,SFO,MCI,915,-4,0,0,24,89,0,150,111
2019,1,31,4,OO,N465SW,5257,ORD,FNT,745,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N792SK,5258,DEN,IND,1040,0,0,0,43,0,0,89,-60
2019,1,31,4,OO,N924SW,5260,SFO,BFL,2015,-7,0,0,24,89,0,150,111
2019,1,31,4,OO,N125SY,5261,DFW,DEN,1540,-10,0,0,41,0,0,128,39
2019,1,31,4,OO,N901EV,5262,DEN,OKC,950,23,1,0,43,0,0,89,-60
2019,1,31,4,OO,N932EV,5263,ORD,IND,730,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N693BR,5264,ORD,STL,755,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N168SY,5266,SFO,ONT,1040,96,1,0,24,89,0,150,111
2019,1,31,4,OO,N973SW,5273,DEN,COS,1735,-3,0,0,43,0,0,89,-60
2019,1,31,4,OO,N927SW,5277,ORD,CHA,1410,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N923SW,5283,DEN,SLC,755,-9,0,0,43,0,0,89,-60
2019,1,31,4,OO,N142SY,5284,DEN,ATL,750,-6,0,0,43,0,0,89,-60
2019,1,31,4,OO,N903SW,5287,DEN,DSM,1400,1,0,0,43,0,0,89,-60
2019,1,31,4,OO,N139SY,5289,SFO,XNA,1730,-10,0,0,24,89,0,150,111
2019,1,31,4,OO,N202SY,5292,ORD,ATL,1225,95,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N118SY,5293,DEN,SEA,800,-8,0,0,43,0,0,89,-60
2019,1,31,4,OO,N910SW,5294,DEN,BIS,1758,-2,0,0,43,0,0,89,-60
2019,1,31,4,OO,N969SW,5298,ORD,SBN,1755,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N471CA,5299,SFO,FAT,755,-12,0,0,24,89,0,150,111
2019,1,31,4,OO,N980SW,5300,DEN,BZN,750,-3,0,0,43,0,0,89,-60
2019,1,31,4,OO,N693BR,5301,ORD,XNA,1535,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N951SW,5303,DEN,SGF,1000,-6,0,0,43,0,0,89,-60
2019,1,31,4,OO,N952SW,5306,DEN,BOI,816,-6,0,0,43,0,0,89,-60
2019,1,31,4,OO,N980SW,5307,DEN,TUS,1910,9,0,0,43,0,0,89,-60
2019,1,31,4,OO,N136SY,5315,DEN,OKC,1955,0,0,0,43,0,0,89,-60
2019,1,31,4,OO,N924SW,5318,SFO,BUR,1605,-7,0,0,24,89,0,150,111
2019,1,31,4,OO,N930SW,5323,ORD,ICT,1535,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N435SW,5325,SFO,SBA,1205,346,1,0,24,89,0,150,111
2019,1,31,4,OO,N110SY,5327,SFO,BOI,1730,82,1,0,24,89,0,150,111
2019,1,31,4,OO,N945SW,5328,SFO,BOI,1155,-8,0,0,24,89,0,150,111
2019,1,31,4,OO,N117SY,5333,SFO,SLC,1140,-1,0,0,24,89,0,150,111
2019,1,31,4,OO,N113SY,5334,SFO,SAT,1040,-6,0,0,24,89,0,150,111
2019,1,31,4,OO,N151SY,5335,ORD,DFW,1011,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N793SK,5336,ORD,ATL,1750,161,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N982SW,5338,SFO,PSP,2046,-5,0,0,24,89,0,150,111
2019,1,31,4,OO,N946SW,5342,DEN,BUR,1210,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N796SK,5343,DEN,ASE,955,17,1,0,43,0,0,89,-60
2019,1,31,4,OO,N116SY,5344,ORD,MSP,1422,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N593ML,5345,ORD,SBN,1550,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N208SY,5346,ORD,PSP,747,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N120SY,5360,ORD,TUS,1005,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N980SW,5363,DEN,MLI,1300,-4,0,0,43,0,0,89,-60
2019,1,31,4,OO,N979SW,5370,DEN,GJT,1528,-6,0,0,43,0,0,89,-60
2019,1,31,4,OO,N206SY,5374,SFO,LAX,600,-10,0,0,24,89,0,150,111
2019,1,31,4,OO,N108SY,5375,SFO,LAX,1200,164,1,0,24,89,0,150,111
2019,1,31,4,OO,N937SW,5377,DEN,FSD,955,-7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N652BR,5378,DEN,FSD,1418,-8,0,0,43,0,0,89,-60
2019,1,31,4,OO,N905SW,5380,DEN,RAP,2000,-1,0,0,43,0,0,89,-60
2019,1,31,4,OO,N939SW,5381,ORD,PIA,1215,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N472CA,5383,SFO,PSP,1825,5,0,0,24,89,0,150,111
2019,1,31,4,OO,N204SY,5385,SFO,LAX,1600,195,1,0,24,89,0,150,111
2019,1,31,4,OO,N423SW,5390,ORD,LEX,802,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N793SK,5391,DEN,ASE,1125,-1,0,0,43,0,0,89,-60
2019,1,31,4,OO,N121SY,5393,ORD,OKC,1930,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N133SY,5396,SFO,TUS,1910,-5,0,0,24,89,0,150,111
2019,1,31,4,OO,N964SW,5400,DEN,FAR,1340,7,0,0,43,0,0,89,-60
2019,1,31,4,OO,N924SW,5410,DEN,SBP,1140,10,0,0,43,0,0,89,-60
2019,1,31,4,OO,N118SY,5417,DEN,RIC,1745,0,0,0,43,0,0,89,-60
2019,1,31,4,OO,N202SY,5418,ORD,ATL,2110,39,1,0,28,13,20,-171,-293
2019,1,31,4,OO,N952SW,5422,SFO,ONT,1310,3,0,0,24,89,0,150,111
2019,1,31,4,OO,N952SW,5425,SFO,ONT,1730,-9,0,0,24,89,0,150,111
2019,1,31,4,OO,N135SY,5432,DEN,EGE,2030,-6,0,0,43,0,0,89,-60
2019,1,31,4,OO,N130SY,5433,ORD,SLC,1940,11,0,0,28,13,20,-171,-293
2019,1,31,4,OO,N151SY,5435,DFW,ORD,1423,,,1,41,0,0,128,39
2019,1,31,4,OO,N117SY,5436,DEN,MKE,1735,-3,0,0,43,0,0,89,-60
2019,1,31,4,OO,N144SY,5437,DEN,DFW,1750,-3,0,0,43,0,0,89,-60
2019,1,31,4,OO,N205SY,5445,SFO,SMF,709,12,0,1,24,89,0,150,111
2019,1,31,4,OO,N139SY,5448,SFO,ABQ,1054,-3,0,0,24,89,0,150,111
2019,1,31,4,OO,N204SY,5449,SFO,BOI,900,-11,0,0,24,89,0,150,111
2019,1,31,4,OO,N925EV,5450,ORD,FSD,1955,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N908SW,5452,SFO,FAT,1440,0,0,0,24,89,0,150,111
2019,1,31,4,OO,N987SW,5455,SFO,MFR,1313,64,1,0,24,89,0,150,111
2019,1,31,4,OO,N157SY,5456,SFO,PDX,1620,-6,0,0,24,89,0,150,111
2019,1,31,4,OO,N909SW,5459,SFO,SMF,840,144,1,0,24,89,0,150,111
2019,1,31,4,OO,N466SW,5461,SFO,RNO,1043,31,1,0,24,89,0,150,111
2019,1,31,4,OO,N207SY,5465,SFO,SLC,1655,-3,0,0,24,89,0,150,111
2019,1,31,4,OO,N928EV,5466,SFO,SMF,1500,127,1,0,24,89,0,150,111
2019,1,31,4,OO,N912SW,5467,ORD,BUF,745,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N693BR,5482,ORD,LEX,2105,,,1,28,13,20,-171,-293
2019,1,31,4,OO,N166SY,5483,DFW,SFO,1940,10,0,0,41,0,0,128,39
