Year,Month,DayofMonth,DayOfWeek,Reporting_Airline,Tail_Number,Flight_Number,Origin,Dest,CRSDepTime,DepDelay,DepDel15,cancelled,awnd,prcp,snow,tmin,tmax
2019,1,4,5,OO,N945SW,5664,SFO,BOI,1615,-1,0,0,17,0,0,172,39
2019,1,4,5,OO,N145SY,5668,DEN,DFW,803,-4,0,0,42,0,0,167,-10
2019,1,4,5,OO,N693BR,5670,ORD,RIC,645,23,1,0,36,0,0,89,-5
2019,1,4,5,OO,N213SY,5671,DEN,COS,1905,-5,0,0,42,0,0,167,-10
2019,1,4,5,OO,N787SK,5674,SFO,ASE,1050,-11,0,0,17,0,0,172,39
2019,1,4,5,OO,N937EV,5678,DEN,TUS,1535,-9,0,0,42,0,0,167,-10
2019,1,4,5,OO,N124SY,5679,ORD,SYR,1800,4,0,0,36,0,0,89,-5
2019,1,4,5,OO,N211SY,5682,SFO,DFW,830,3,0,0,17,0,0,172,39
2019,1,4,5,OO,N908SW,5685,SFO,OTH,1130,3,0,0,17,0,0,172,39
2019,1,4,5,OO,N795SK,5687,SFO,SNA,1430,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N947SW,5688,DEN,BOI,1525,-5,0,0,42,0,0,167,-10
2019,1,4,5,OO,N956SW,5689,SFO,PSC,1255,2,0,0,17,0,0,172,39
2019,1,4,5,OO,N161SY,5691,ORD,BOI,1930,8,0,0,36,0,0,89,-5
2019,1,4,5,OO,N114SY,5695,SFO,MCI,1908,-11,0,0,17,0,0,172,39
2019,1,4,5,OO,N956SW,5696,SFO,FAT,1912,-7,0,0,17,0,0,172,39
2019,1,4,5,OO,N951SW,5698,ORD,SBN,2000,-4,0,0,36,0,0,89,-5
2019,1,4,5,OO,N982SW,5700,SFO,RDM,2245,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N960SW,5701,SFO,SBP,1537,-3,0,0,17,0,0,172,39
2019,1,4,5,OO,N961SW,5703,SFO,MFR,2015,-3,0,0,17,0,0,172,39
2019,1,4,5,OO,N946SW,5705,DEN,MFR,1449,-11,0,0,42,0,0,167,-10
2019,1,4,5,OO,N743SK,5706,SFO,ASE,1655,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N203SY,5707,SFO,MSP,2245,10,0,0,17,0,0,172,39
2019,1,4,5,OO,N973SW,5709,SFO,STS,2100,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N960SW,5710,SFO,BZN,752,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N961SW,5713,DEN,SBA,1135,-3,0,0,42,0,0,167,-10
2019,1,4,5,OO,N960SW,5714,SFO,SBP,2256,-4,0,0,17,0,0,172,39
2019,1,4,5,OO,N982SW,5719,DEN,EUG,1120,12,0,0,42,0,0,167,-10
2019,1,4,5,OO,N743SK,5726,DEN,ASE,1235,62,1,0,42,0,0,167,-10
2019,1,4,5,OO,N156SY,5728,SFO,SNA,1810,1,0,0,17,0,0,172,39
2019,1,4,5,OO,N472CA,5730,SFO,RDD,1244,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N168SY,5731,SFO,RNO,1505,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N792SK,5733,DEN,ASE,2025,760,1,0,42,0,0,167,-10
2019,1,4,5,OO,N107SY,5734,DEN,OKC,1734,-4,0,0,42,0,0,167,-10
2019,1,4,5,OO,N156SY,5736,DFW,LAX,620,-5,0,0,42,0,0,150,28
2019,1,4,5,OO,N211SY,5739,DFW,LAX,1455,-2,0,0,42,0,0,150,28
2019,1,4,5,OO,N114SY,5740,SFO,SEA,1310,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N151SY,5746,SFO,SMF,1907,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N925SW,5749,DEN,COS,2205,-11,0,0,42,0,0,167,-10
2019,1,4,5,OO,N209SY,5751,DEN,SAT,1746,-5,0,0,42,0,0,167,-10
2019,1,4,5,OO,N926SW,5753,SFO,RDD,1605,-8,0,0,17,0,0,172,39
2019,1,4,5,OO,N779SK,5759,DEN,MMH,1115,-10,0,0,42,0,0,167,-10
2019,1,4,5,OO,N789SK,5761,ORD,ASE,1950,-9,0,0,36,0,0,89,-5
2019,1,4,5,OO,N937EV,5769,SFO,RDD,2050,-8,0,0,17,0,0,172,39
2019,1,4,5,OO,N157SY,5771,SFO,BOI,2052,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N927SW,5772,DEN,BFL,1115,-3,0,0,42,0,0,167,-10
2019,1,4,5,OO,N791SK,5775,ORD,ASE,756,135,1,0,36,0,0,89,-5
2019,1,4,5,OO,N910SW,5778,ORD,GRB,1733,3,0,0,36,0,0,89,-5
2019,1,4,5,OO,N464SW,5779,DEN,SHV,1240,-2,0,0,42,0,0,167,-10
2019,1,4,5,OO,N709BR,5782,SFO,RDM,1605,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N166SY,5788,SFO,STL,1710,-8,0,0,17,0,0,172,39
2019,1,4,5,OO,N929EV,5800,SFO,RDM,1756,-10,0,0,17,0,0,172,39
2019,1,4,5,OO,N133SY,5802,SFO,TUS,845,22,1,0,17,0,0,172,39
2019,1,4,5,OO,N117SY,5807,ORD,DCA,800,-5,0,0,36,0,0,89,-5
2019,1,4,5,OO,N962SW,5813,ORD,LIT,1010,-5,0,0,36,0,0,89,-5
2019,1,4,5,OO,N118SY,5814,ORD,BOI,1005,-1,0,0,36,0,0,89,-5
2019,1,4,5,OO,N131SY,5817,DEN,COS,1442,-2,0,0,42,0,0,167,-10
2019,1,4,5,OO,N148SY,5819,ORD,DCA,1000,55,1,0,36,0,0,89,-5
2019,1,4,5,OO,N167SY,5827,SFO,ABQ,1610,-8,0,0,17,0,0,172,39
2019,1,4,5,OO,N423SW,5831,DEN,MAF,955,-3,0,0,42,0,0,167,-10
2019,1,4,5,OO,N150SY,5832,DEN,AUS,1436,-6,0,0,42,0,0,167,-10
2019,1,4,5,OO,N963SW,5838,SFO,FAT,2235,2,0,0,17,0,0,172,39
2019,1,4,5,OO,N160SY,5839,DEN,EGE,1510,-6,0,0,42,0,0,167,-10
2019,1,4,5,OO,N780SK,5843,ORD,ASE,1038,106,1,0,36,0,0,89,-5
2019,1,4,5,OO,N928SW,5850,SFO,MRY,2230,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N144SY,5854,ORD,DTW,1805,-5,0,0,36,0,0,89,-5
2019,1,4,5,OO,N926SW,5857,DEN,MTJ,751,-8,0,0,42,0,0,167,-10
2019,1,4,5,OO,N938SW,5861,DEN,COS,1808,-6,0,0,42,0,0,167,-10
2019,1,4,5,OO,N917SW,5862,DEN,FAT,1515,-8,0,0,42,0,0,167,-10
2019,1,4,5,OO,N917SW,5865,SFO,SBP,1910,-11,0,0,17,0,0,172,39
2019,1,4,5,OO,N864AS,5868,DEN,RNO,1545,-5,0,0,42,0,0,167,-10
2019,1,4,5,OO,N128SY,5869,DEN,PDX,1515,-2,0,0,42,0,0,167,-10
2019,1,4,5,OO,N791SK,5874,DEN,ASE,1745,-9,0,0,42,0,0,167,-10
2019,1,4,5,OO,N792SK,5875,ORD,ASE,1535,-1,0,0,36,0,0,89,-5
2019,1,4,5,OO,N791SK,5878,SFO,SBA,2240,-1,0,0,17,0,0,172,39
2019,1,4,5,OO,N593ML,5879,SFO,RDM,805,-8,0,0,17,0,0,172,39
2019,1,4,5,OO,N971SW,5887,DEN,PSP,1905,6,0,0,42,0,0,167,-10
2019,1,4,5,OO,N206SY,5888,ORD,PIT,1411,-6,0,0,36,0,0,89,-5
2019,1,4,5,OO,N938SW,5902,SFO,EUG,1040,21,1,0,17,0,0,172,39
2019,1,4,5,OO,N142SY,5903,SFO,JAC,1046,-9,0,0,17,0,0,172,39
2019,1,4,5,OO,N795SK,5905,SFO,MMH,912,-8,0,0,17,0,0,172,39
2019,1,4,5,OO,N150SY,5907,DEN,EGE,1121,-3,0,0,42,0,0,167,-10
2019,1,4,5,OO,N926SW,5912,SFO,ACV,1930,-9,0,0,17,0,0,172,39
2019,1,4,5,OO,N207SY,5914,SFO,MSN,835,7,0,0,17,0,0,172,39
2019,1,4,5,OO,N108SY,5917,DEN,BNA,1750,75,1,0,42,0,0,167,-10
2019,1,4,5,OO,N928SW,5920,SFO,BUR,720,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N943SW,5927,DEN,OKC,1512,10,0,0,42,0,0,167,-10
2019,1,4,5,OO,N208SY,5932,SFO,MSP,1105,-5,0,0,17,0,0,172,39
2019,1,4,5,OO,N152SY,5933,SFO,PSP,645,-7,0,0,17,0,0,172,39
2019,1,4,5,OO,N125SY,5934,DEN,BZN,1521,-3,0,0,42,0,0,167,-10
2019,1,4,5,OO,N987SW,5936,ORD,IND,730,4,0,0,36,0,0,89,-5
2019,1,4,5,OO,N122SY,5948,DEN,BNA,1235,-2,0,0,42,0,0,167,-10
2019,1,4,5,OO,N964SW,5956,DEN,MRY,1115,-2,0,0,42,0,0,167,-10
2019,1,4,5,OO,N203SY,5957,SFO,STL,1055,70,1,0,17,0,0,172,39
2019,1,4,5,OO,N207SY,5960,SFO,TUS,1905,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N791SK,5963,DEN,ASE,1400,36,1,0,42,0,0,167,-10
2019,1,4,5,OO,N947SW,5969,DEN,COD,1115,-3,0,0,42,0,0,167,-10
2019,1,4,5,OO,N920SW,5970,DEN,COD,1900,5,0,0,42,0,0,167,-10
2019,1,4,5,OO,N134SY,5974,DEN,ONT,1125,59,1,0,42,0,0,167,-10
2019,1,4,5,OO,N464SW,5978,DEN,BFL,1905,-3,0,0,42,0,0,167,-10
2019,1,4,5,OO,N209SY,5983,DEN,BNA,1005,-2,0,0,42,0,0,167,-10
2019,1,4,5,OO,N166SY,5986,SFO,EGE,1040,-4,0,0,17,0,0,172,39
2019,1,4,5,OO,N119SY,5988,SFO,SLC,1420,-3,0,0,17,0,0,172,39
2019,1,4,5,OO,N782SK,5990,SFO,ASE,855,50,1,0,17,0,0,172,39
2019,1,4,5,OO,N973SW,5993,SFO,MFR,1606,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N105SY,5994,DFW,SFO,600,-8,0,0,42,0,0,150,28
2019,1,4,5,OO,N136SY,5996,SFO,PHX,1705,-6,0,0,17,0,0,172,39
2019,1,4,5,OO,N679SA,5998,DEN,MRY,1910,-5,0,0,42,0,0,167,-10
2019,1,5,6,OO,N708SK,2953,ORD,EWR,700,25,1,0,37,0,0,111,0
2019,1,5,6,OO,N740EV,2955,DFW,BTR,1223,45,1,0,23,0,0,211,11
2019,1,5,6,OO,N759EV,2959,DFW,JLN,2041,-6,0,0,23,0,0,211,11
2019,1,5,6,OO,N756SK,2966,ORD,HDN,1015,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N758SK,2968,ORD,ATW,2105,-10,0,0,37,0,0,111,0
2019,1,5,6,OO,N703SK,2970,ORD,ASE,1700,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N718SK,2972,ORD,BNA,2036,740,1,0,37,0,0,111,0
2019,1,5,6,OO,N750SK,2973,ORD,ORF,705,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N760EV,2976,DFW,LRD,2052,-5,0,0,23,0,0,211,11
2019,1,5,6,OO,N776SK,2979,ORD,GRB,1659,-12,0,0,37,0,0,111,0
2019,1,5,6,OO,N710SK,2984,ORD,DTW,1820,8,0,0,37,0,0,111,0
2019,1,5,6,OO,N701SK,2986,ORD,MDT,1639,-2,0,0,37,0,0,111,0
2019,1,5,6,OO,N707SK,2991,ORD,SDF,2220,599,1,0,37,0,0,111,0
2019,1,5,6,OO,N744SK,2992,ORD,ASE,955,32,1,0,37,0,0,111,0
2019,1,5,6,OO,N759EV,2993,DFW,LRD,1334,-5,0,0,23,0,0,211,11
2019,1,5,6,OO,N760EV,2999,DFW,BRO,910,23,1,0,23,0,0,211,11
2019,1,5,6,OO,N758SK,3002,ORD,FNT,1636,22,1,0,37,0,0,111,0
2019,1,5,6,OO,N703SK,3004,ORD,FSD,1005,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N758EV,3008,DFW,BRO,2116,59,1,0,23,0,0,211,11
2019,1,5,6,OO,N760SK,3019,ORD,HPN,1248,43,1,0,37,0,0,111,0
2019,1,5,6,OO,N718SK,3020,ORD,MDT,1858,10,0,0,37,0,0,111,0
2019,1,5,6,OO,N740EV,3025,DFW,MHK,1900,-3,0,0,23,0,0,211,11
2019,1,5,6,OO,N710SK,3030,ORD,MTJ,1016,-2,0,0,37,0,0,111,0
2019,1,5,6,OO,N759EV,3032,DFW,ROW,910,-2,0,0,23,0,0,211,11
2019,1,5,6,OO,N713SK,3037,ORD,ATW,949,119,1,0,37,0,0,111,0
2019,1,5,6,OO,N762SK,3041,DFW,ASE,1020,-1,0,0,23,0,0,211,11
2019,1,5,6,OO,N701SK,3044,ORD,COS,955,-1,0,0,37,0,0,111,0
2019,1,5,6,OO,N738SK,3045,ORD,HPN,1852,52,1,0,37,0,0,111,0
2019,1,5,6,OO,N724SK,3048,ORD,OKC,1320,72,1,0,37,0,0,111,0
2019,1,5,6,OO,N761ND,3049,ORD,TYS,2215,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N719SK,3051,DFW,ASE,1855,-12,0,0,23,0,0,211,11
2019,1,5,6,OO,N709SK,3052,DFW,ASE,1425,64,1,0,23,0,0,211,11
2019,1,5,6,OO,N707SK,3053,ORD,GRB,2033,55,1,0,37,0,0,111,0
2019,1,5,6,OO,N715SK,3061,ORD,TVC,1330,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N755EV,3066,DFW,CRP,2043,-5,0,0,23,0,0,211,11
2019,1,5,6,OO,N709SK,3067,DFW,ROW,2226,-4,0,0,23,0,0,211,11
2019,1,5,6,OO,N718SK,3070,ORD,EWR,1205,67,1,0,37,0,0,111,0
2019,1,5,6,OO,N758SK,3073,ORD,SAT,950,-1,0,0,37,0,0,111,0
2019,1,5,6,OO,N752EV,3074,DFW,SAF,2235,-5,0,0,23,0,0,211,11
2019,1,5,6,OO,N750SK,3076,ORD,DTW,1325,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N754SK,3079,ORD,SLC,1340,43,1,0,37,0,0,111,0
2019,1,5,6,OO,N754SK,3083,ORD,TVC,2215,30,1,0,37,0,0,111,0
2019,1,5,6,OO,N761ND,3084,ORD,DTW,835,3,0,0,37,0,0,111,0
2019,1,5,6,OO,N752SK,3088,ORD,FNT,2205,82,1,0,37,0,0,111,0
2019,1,5,6,OO,N715SK,3099,ORD,SLC,1756,0,0,0,37,0,0,111,0
2019,1,5,6,OO,N761ND,3101,ORD,DTW,1612,130,1,0,37,0,0,111,0
2019,1,5,6,OO,N753EV,3106,DFW,SRQ,1139,-7,0,0,23,0,0,211,11
2019,1,5,6,OO,N699BR,3111,ORD,CHO,1150,-6,0,0,37,0,0,111,0
2019,1,5,6,OO,N699BR,3113,ORD,MKE,835,6,0,0,37,0,0,111,0
2019,1,5,6,OO,N930EV,3114,ORD,ICT,725,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N879AS,3115,ORD,ICT,1215,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N594SW,3119,ORD,MKE,1506,3,0,0,37,0,0,111,0
2019,1,5,6,OO,N879AS,3121,ORD,MKE,1845,0,0,0,37,0,0,111,0
2019,1,5,6,OO,N594SW,3122,ORD,CHO,1701,45,1,0,37,0,0,111,0
2019,1,5,6,OO,N863AS,3123,DFW,CYS,930,25,1,0,23,0,0,211,11
2019,1,5,6,OO,N863AS,3124,ORD,ICT,2200,-9,0,0,37,0,0,111,0
2019,1,5,6,OO,N866AS,3127,ORD,MKE,2035,-6,0,0,37,0,0,111,0
2019,1,5,6,OO,N863AS,3128,DFW,PIB,1527,-2,0,0,23,0,0,211,11
2019,1,5,6,OO,N930EV,3129,ORD,MEI,1804,86,1,0,37,0,0,111,0
2019,1,5,6,OO,N713SK,3141,ORD,IND,1450,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N713SK,3145,ORD,OKC,1830,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N752EV,3153,DFW,JLN,1020,-3,0,0,23,0,0,211,11
2019,1,5,6,OO,N750SK,3156,ORD,BNA,2200,-7,0,0,37,0,0,111,0
2019,1,5,6,OO,N751EV,3163,DFW,FWA,1050,-1,0,0,23,0,0,211,11
2019,1,5,6,OO,N760SK,3166,ORD,DTW,733,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N758EV,3170,DFW,SAF,946,-6,0,0,23,0,0,211,11
2019,1,5,6,OO,N753EV,3178,DFW,FWA,1835,90,1,0,23,0,0,211,11
2019,1,5,6,OO,N707SK,3181,ORD,DTW,1739,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N701SK,3190,ORD,IND,2221,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N702SK,3192,ORD,OKC,1015,-2,0,0,37,0,0,111,0
2019,1,5,6,OO,N708SK,3200,ORD,TUL,1648,47,1,0,37,0,0,111,0
2019,1,5,6,OO,N761ND,3204,ORD,ROC,1312,-7,0,0,37,0,0,111,0
2019,1,5,6,OO,N758EV,3208,DFW,CRP,1630,0,0,0,23,0,0,211,11
2019,1,5,6,OO,N756SK,3227,ORD,BNA,1824,-7,0,0,37,0,0,111,0
2019,1,5,6,OO,N708SK,3230,ORD,IND,1317,43,1,0,37,0,0,111,0
2019,1,5,6,OO,N715SK,3245,ORD,TYS,835,14,0,0,37,0,0,111,0
2019,1,5,6,OO,N709SK,3250,DFW,ASE,845,-9,0,0,23,0,0,211,11
2019,1,5,6,OO,N724SK,3253,ORD,RIC,729,-7,0,0,37,0,0,111,0
2019,1,5,6,OO,N776SK,3254,ORD,FSD,2040,7,0,0,37,0,0,111,0
2019,1,5,6,OO,N738SK,3281,ORD,OMA,1010,4,0,0,37,0,0,111,0
2019,1,5,6,OO,N750SK,3283,ORD,CVG,1740,10,0,0,37,0,0,111,0
2019,1,5,6,OO,N724SK,3297,ORD,ORF,1916,39,1,0,37,0,0,111,0
2019,1,5,6,OO,N175SY,3353,SFO,ABQ,1110,,,1,72,48,0,144,94
2019,1,5,6,OO,N174SY,3365,SFO,SNA,1810,,,1,72,48,0,144,94
2019,1,5,6,OO,N175SY,3370,SFO,SNA,630,5,0,0,72,48,0,144,94
2019,1,5,6,OO,N176SY,3404,SFO,DAL,700,3,0,0,72,48,0,144,94
2019,1,5,6,OO,,3406,SFO,DAL,1150,,,1,72,48,0,144,94
2019,1,5,6,OO,N187SY,3408,SFO,DAL,1725,201,1,0,72,48,0,144,94
2019,1,5,6,OO,N400SY,3426,SFO,MCI,730,-2,0,0,72,48,0,144,94
2019,1,5,6,OO,N175SY,3450,SFO,SLC,1835,-3,0,0,72,48,0,144,94
2019,1,5,6,OO,,3488,SFO,SNA,1335,,,1,72,48,0,144,94
2019,1,5,6,OO,N897SK,3555,DEN,CVG,805,17,1,0,34,0,0,156,6
2019,1,5,6,OO,N285SY,3590,ORD,JFK,1325,-10,0,0,37,0,0,111,0
2019,1,5,6,OO,N820SK,3608,ORD,SLC,1645,-12,0,0,37,0,0,111,0
2019,1,5,6,OO,N774SK,3616,DFW,MSP,730,-5,0,0,23,0,0,211,11
2019,1,5,6,OO,N261SY,3633,SFO,SLC,1022,209,1,0,72,48,0,144,94
2019,1,5,6,OO,N280SY,3757,ORD,LGA,730,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N263SY,3779,ORD,MSP,1111,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N607SK,3786,ORD,DTW,520,49,1,0,37,0,0,111,0
2019,1,5,6,OO,N632SK,3790,DFW,DTW,730,-3,0,0,23,0,0,211,11
2019,1,5,6,OO,N271SY,3805,ORD,LGA,1500,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N287SY,3806,ORD,LGA,1300,0,0,0,37,0,0,111,0
2019,1,5,6,OO,N286SY,3850,DFW,LGA,800,0,0,0,23,0,0,211,11
2019,1,5,6,OO,N260SY,3895,DEN,SLC,1220,35,1,0,34,0,0,156,6
2019,1,5,6,OO,N275SY,3910,DFW,JFK,940,-2,0,0,23,0,0,211,11
2019,1,5,6,OO,N288SY,3966,ORD,LGA,1015,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N816SK,3988,ORD,MSP,854,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N423SW,5007,ORD,AVL,645,-6,0,0,37,0,0,111,0
2019,1,5,6,OO,N479CA,5008,DEN,SGU,1855,-3,0,0,34,0,0,156,6
2019,1,5,6,OO,N466SW,5010,DEN,CNY,806,-2,0,0,34,0,0,156,6
2019,1,5,6,OO,N987SW,5011,ORD,FWA,1635,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N923SW,5013,DEN,VEL,755,-10,0,0,34,0,0,156,6
2019,1,5,6,OO,N925SW,5014,ORD,LWB,1415,-9,0,0,37,0,0,111,0
2019,1,5,6,OO,N908SW,5020,DEN,EAR,2010,-3,0,0,34,0,0,156,6
2019,1,5,6,OO,N919SW,5030,ORD,DLH,905,-11,0,0,37,0,0,111,0
2019,1,5,6,OO,N978SW,5032,DEN,SGU,1117,-4,0,0,34,0,0,156,6
2019,1,5,6,OO,N962SW,5035,ORD,FWA,1200,-8,0,0,37,0,0,111,0
2019,1,5,6,OO,N947SW,5037,ORD,MKG,1125,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N423SW,5041,ORD,MKG,1937,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N465SW,5049,ORD,FWA,2105,-6,0,0,37,0,0,111,0
2019,1,5,6,OO,N925EV,5051,DEN,PUB,2010,-6,0,0,34,0,0,156,6
2019,1,5,6,OO,N965SW,5060,ORD,AVL,1800,-11,0,0,37,0,0,111,0
2019,1,5,6,OO,N869AS,5061,ORD,CMX,2115,-16,0,0,37,0,0,111,0
2019,1,5,6,OO,N701BR,5062,ORD,EAU,1135,-2,0,0,37,0,0,111,0
2019,1,5,6,OO,N701BR,5064,ORD,MBS,750,-6,0,0,37,0,0,111,0
2019,1,5,6,OO,N951SW,5066,ORD,CKB,1800,-13,0,0,37,0,0,111,0
2019,1,5,6,OO,N934SW,5069,ORD,PAH,1300,-8,0,0,37,0,0,111,0
2019,1,5,6,OO,N980SW,5070,ORD,PAH,2115,-8,0,0,37,0,0,111,0
2019,1,5,6,OO,N952SW,5071,ORD,SPI,755,-11,0,0,37,0,0,111,0
2019,1,5,6,OO,N952SW,5072,ORD,SPI,2120,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N975SW,5075,DEN,RKS,1855,-5,0,0,34,0,0,156,6
2019,1,5,6,OO,N925EV,5090,DEN,CNY,1605,-14,0,0,34,0,0,156,6
2019,1,5,6,OO,N709BR,5104,DEN,JMS,1955,2,0,0,34,0,0,156,6
2019,1,5,6,OO,N864AS,5106,DEN,LAR,2220,-7,0,0,34,0,0,156,6
2019,1,5,6,OO,N925EV,5113,DEN,RKS,1140,-8,0,0,34,0,0,156,6
2019,1,5,6,OO,N938SW,5114,DEN,GCC,2220,-11,0,0,34,0,0,156,6
2019,1,5,6,OO,N939SW,5117,DEN,GCC,1120,-9,0,0,34,0,0,156,6
2019,1,5,6,OO,N701BR,5122,ORD,MBS,1930,-1,0,0,37,0,0,111,0
2019,1,5,6,OO,N930SW,5130,DEN,BFF,2010,34,1,0,34,0,0,156,6
2019,1,5,6,OO,N909SW,5136,ORD,AVL,1415,-4,0,0,37,0,0,111,0
2019,1,5,6,OO,N869AS,5141,ORD,CMX,1003,-8,0,0,37,0,0,111,0
2019,1,5,6,OO,N925SW,5143,ORD,EAU,1935,-16,0,0,37,0,0,111,0
2019,1,5,6,OO,N979SW,5159,DEN,PRC,1230,-4,0,0,34,0,0,156,6
2019,1,5,6,OO,N965SW,5168,ORD,DLH,1247,-8,0,0,37,0,0,111,0
2019,1,5,6,OO,N986SW,5172,DEN,LBF,2010,2,0,0,34,0,0,156,6
2019,1,5,6,OO,N923SW,5177,SFO,EUG,1615,,,1,72,48,0,144,94
2019,1,5,6,OO,N168SY,5183,DFW,SFO,1440,58,1,0,23,0,0,211,11
2019,1,5,6,OO,N951SW,5184,ORD,SBN,1403,1,0,0,37,0,0,111,0
2019,1,5,6,OO,N937SW,5185,DEN,FAR,1340,-7,0,0,34,0,0,156,6
2019,1,5,6,OO,N146SY,5187,ORD,CLT,1215,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N908SW,5192,SFO,BOI,1305,-4,0,0,72,48,0,144,94
2019,1,5,6,OO,N982SW,5193,SFO,RNO,1740,363,1,0,72,48,0,144,94
2019,1,5,6,OO,N919SW,5194,ORD,RDU,1400,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N709BR,5197,SFO,BUR,1350,-4,0,0,72,48,0,144,94
2019,1,5,6,OO,N919SW,5199,ORD,COS,1940,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N904EV,5201,SFO,MRY,1303,,,1,72,48,0,144,94
2019,1,5,6,OO,N165SY,5202,DEN,SUN,1140,-7,0,0,34,0,0,156,6
2019,1,5,6,OO,N593ML,5211,SFO,BZN,1252,216,1,0,72,48,0,144,94
2019,1,5,6,OO,N782SK,5214,ORD,PNS,1750,65,1,0,37,0,0,111,0
2019,1,5,6,OO,N951SW,5223,ORD,SAV,745,52,1,0,37,0,0,111,0
2019,1,5,6,OO,N205SY,5226,ORD,ATL,1235,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N202SY,5227,DEN,MFR,1118,0,0,0,34,0,0,156,6
2019,1,5,6,OO,N955SW,5230,ORD,JAN,759,-6,0,0,37,0,0,111,0
2019,1,5,6,OO,N788SK,5231,DEN,SLC,1702,-3,0,0,34,0,0,156,6
2019,1,5,6,OO,N964SW,5233,SFO,BUR,1840,,,1,72,48,0,144,94
2019,1,5,6,OO,N937SW,5235,DEN,COS,945,-7,0,0,34,0,0,156,6
2019,1,5,6,OO,N154SY,5237,ORD,SUN,855,-5,0,0,37,0,0,111,0
2019,1,5,6,OO,N160SY,5238,DEN,DAY,1012,-7,0,0,34,0,0,156,6
2019,1,5,6,OO,N937EV,5239,SFO,SBA,1610,,,1,72,48,0,144,94
2019,1,5,6,OO,N465SW,5240,ORD,BHM,1540,-3,0,0,37,0,0,111,0
2019,1,5,6,OO,N954SW,5241,DEN,GJT,742,-5,0,0,34,0,0,156,6
2019,1,5,6,OO,N973SW,5243,SFO,GEG,1140,-10,0,0,72,48,0,144,94
2019,1,5,6,OO,N980SW,5246,DEN,COS,1525,-6,0,0,34,0,0,156,6
2019,1,5,6,OO,N908SW,5249,SFO,ONT,935,,,1,72,48,0,144,94
2019,1,5,6,OO,N136SY,5251,SFO,SBA,1425,194,1,0,72,48,0,144,94
2019,1,5,6,OO,N110SY,5253,SFO,PDX,830,9,0,0,72,48,0,144,94
2019,1,5,6,OO,N125SY,5256,SFO,MCI,845,-2,0,0,72,48,0,144,94
2019,1,5,6,OO,N113SY,5258,DEN,IND,1000,-8,0,0,34,0,0,156,6
2019,1,5,6,OO,N110SY,5260,SFO,BFL,2015,56,1,0,72,48,0,144,94
2019,1,5,6,OO,N938SW,5262,DEN,OKC,946,-6,0,0,34,0,0,156,6
2019,1,5,6,OO,N423SW,5263,ORD,CHS,1215,-1,0,0,37,0,0,111,0
2019,1,5,6,OO,N952SW,5266,ORD,RAP,1000,69,1,0,37,0,0,111,0
2019,1,5,6,OO,N145SY,5268,ORD,PSP,1052,0,0,0,37,0,0,111,0
2019,1,5,6,OO,N164SY,5269,SFO,MTJ,1235,-6,0,0,72,48,0,144,94
2019,1,5,6,OO,N917SW,5273,DEN,COS,1735,80,1,0,34,0,0,156,6
